age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,profit
48, Private,191858,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,108386,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov,152109,11, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private,162397,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private,342448,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
51, Private,44000,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,50, United-States, >50K
20, Private,60639,10, Never-married, Sales, Own-child, White, Female,0,0,28, United-States, <=50K
40, Private,356934,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private,22463,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, >50K
39, Private,191103,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
32, Private,388672,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,16, United-States, <=50K
51, Private,99064,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
29, Private,244473,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,2051,40, United-States, <=50K
45, Local-gov,175958,5, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private,230684,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private,196373,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1672,40, United-States, <=50K
35, Self-emp-not-inc,198841,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, State-gov,76728,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
33, State-gov,204374,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, Poland, <=50K
21, State-gov,173324,10, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
55, Local-gov,104917,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
54, Private,96062,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
47, Local-gov,149700,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,35, United-States, >50K
25, Private,338013,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,70282,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
67, Private,134906,9, Widowed, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
52, Private,186826,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,1564,40, United-States, >50K
67, Private,197816,10, Married-civ-spouse, Sales, Husband, White, Male,0,1844,70, United-States, <=50K
47, Local-gov,109705,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,152035,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,76144,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc,289116,9, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc,259323,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
52, Private,142757,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,56, United-States, >50K
31, Private,374833,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
44, Federal-gov,259307,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,615367,13, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, Private,104993,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private,202373,11, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Private,289909,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Local-gov,196816,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private,606111,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Germany, >50K
24,,166437,13, Never-married,, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc,234859,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
29, Private,499197,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,260084,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
34, Private,345360,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, England, <=50K
58, Private,168887,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
56, Private,191917,12, Divorced, Adm-clerical, Unmarried, White, Female,4101,0,40, United-States, <=50K
40, Private,360884,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,40, United-States, >50K
21, Private,232569,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
66,,149422,4, Never-married,, Not-in-family, White, Male,0,0,4, United-States, <=50K
38, Private,220237,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,, >50K
20, State-gov,147280,9, Never-married, Other-service, Other-relative, Other, Male,0,0,40, United-States, <=50K
28, Private,107812,5, Never-married, Transport-moving, Not-in-family, White, Male,6849,0,35, United-States, <=50K
40, Self-emp-not-inc,129298,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
20, Private,63210,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
27, Private,109611,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,37, Portugal, <=50K
74, Private,89852,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,11, United-States, <=50K
21, Self-emp-not-inc,190968,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States, <=50K
46, Private,270693,9, Never-married, Handlers-cleaners, Own-child, White, Male,3674,0,30, United-States, <=50K
22,,227943,10, Never-married,, Not-in-family, White, Male,0,0,44, United-States, <=50K
26, Private,283715,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,223019,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
65, Private,350498,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,10605,0,20, United-States, >50K
28, Private,25684,9, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Federal-gov,185053,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,311293,9, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
57, Private,75673,10, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private,261023,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1651,38, United-States, <=50K
36, Private,331395,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private,230806,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,107801,12, Never-married, Other-service, Own-child, White, Female,0,2205,18, United-States, <=50K
47, Federal-gov,137917,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
33, State-gov,31703,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc,224520,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, United-States, >50K
43,,174662,10, Divorced,, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,70447,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
33, Self-emp-inc,239018,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
51, Private,63081,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
31, Private,176025,9, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private,203985,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Private,61270,9, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Columbia, <=50K
47, Private,121958,4, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
52, Private,87205,9, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Private,199753,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
46, Private,220269,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Private,305466,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,265148,13, Never-married, Sales, Other-relative, White, Male,0,0,55, United-States, <=50K
49, Self-emp-not-inc,102110,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
51, Private,182740,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private,207611,9, Never-married, Other-service, Not-in-family, White, Female,0,0,52, United-States, <=50K
58,,148673,9, Married-civ-spouse,, Husband, White, Male,0,0,10, United-States, <=50K
46, Private,102102,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,196001,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
27, Private,203776,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Self-emp-not-inc,226696,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
57, Private,233382,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cuba, <=50K
26, Private,197967,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private,97254,7, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,4101,0,40, United-States, <=50K
64, Self-emp-inc,213574,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2635,0,10, United-States, <=50K
45, Private,173658,10, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private,159849,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private,37778,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
62, Private,115387,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,40, United-States, <=50K
37, Private,252947,13, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1719,32, United-States, <=50K
67, Self-emp-inc,323636,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, Canada, <=50K
36, Private,209609,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
46, Private,224559,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
17, Private,25982,8, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
54, Private,205337,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Private,84399,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private,231232,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,459463,8, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,50, United-States, <=50K
29, Private,153475,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,235700,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,84154,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, Private,234328,13, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,152909,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
90, Private,46786,13, Married-civ-spouse, Sales, Husband, White, Male,9386,0,15, United-States, >50K
45, Private,127111,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
36, Private,186819,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
29, State-gov,147256,12, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
45, Federal-gov,182470,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
47, Private,80924,10, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private,33884,10, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private,234721,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private,209955,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private,23545,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,340763,9, Never-married, Adm-clerical, Not-in-family, Black, Male,0,2339,47, United-States, <=50K
26, Private,397317,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States, <=50K
36, Private,279485,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
33, Self-emp-not-inc,123424,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private,331556,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Local-gov,155905,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
48, Private,163706,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
28, Private,60374,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private,206399,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
40, Self-emp-inc,46221,16, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,55, United-States, >50K
68, Private,67791,10, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private,321426,10, Never-married, Sales, Unmarried, White, Female,0,0,49, United-States, <=50K
29, Private,89598,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2057,35, United-States, <=50K
48, Private,300851,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,56, United-States, <=50K
42, Private,226388,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,52, United-States, <=50K
50, State-gov,307392,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private,174533,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
65,,123484,9, Widowed,, Other-relative, White, Female,0,0,25, United-States, <=50K
32, Private,167531,15, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
32, Private,80356,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
50, Private,312477,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
